text,preprocessed
Maling Apes Ketiduran di Rumah Warga Kaget Dibangunkan Polisi. . Mungkin malingnya cape abis maling semaleman jadi ikut tidur dulu deh sebentar hehehe gimana tanggapan sobat PR atas kejadian ini? tulis di kolom komen ya! #VideoViral #pikiranrakyat https://t.co/5TAgcK5M4L,maling apes tidur rumah warga kaget bangun polisi mungkin maling cape abis maling maleman jadi ikut tidur dulu deh sebentar hehehe gimana tanggap sobat pr atas jadi tulis kolom komen
Beredar di media sosial seorang maling yang beraksi di Pademangan Jakarta Utara ketiduran saat beraksi. Pelaku bernama Agus itu kaget setelah dibangunkan polisi. Peristiwa berawal saat anak dari pemilik rumah melihat ada maling yang tertidur di rumah orang tuanya. https://t.co/jHMjIXaCwp,edar media sosial orang maling aksi pademangan jakarta utara tidur aksi laku nama agus kaget bangun polisi peristiwa awal anak milik rumah lihat maling tidur rumah orang tua
detik itu gw dh ngira mw diseruduk tronton kan. taunya pas gw liat tu org naik motor sejenis nmax berdua bapa-anak pake item2 ky geng motor gt. orgnya nyalip sambil ketawa om om itu bilang kaget ya dek :) nah dari cara ngobrolnya sih tu org udh polisi bgt kynya,detik gw dh ngira mw seruduk tronton kan tau pas gw liat tu org naik motor jenis nmax bapa anak pake item ky geng motor gt orgnya nyalip ketawa om om bilang kaget dek nah cara ngobrolnya sih tu org polisi banget kynya
Viral momen kocak maling ketiduran saat beraksi di rumah kosong ia kaget saat dibangunkan polisi di pagi hari. #TribunKaltim #BeritaViral #VideoViral https://t.co/s7xyIuhpqn lewat @tribunnews,viral momen kocak maling tidur aksi rumah kosong kaget bangun polisi pagi hari lewat
Maling di Pademangan Ketiduran Saat Beraksi Kaget Dibangunkan Polisi https://t.co/lkRDxV9NP4,maling pademangan tidur aksi kaget bangun polisi
@tanyarlfes Aku juga pernah di depan tiba2 ada polisi sembunyi di balik pohon aku kaget dan langsung belok ke rumah orang dan pura-pura jadi anak yang punya rumah itu bukan sekali doang udah tiga kali sok akrab sama yang punya rumah,aku pernah depan tiba polisi sembunyi balik pohon aku kaget langsung belok rumah orang pura pura jadi anak punya rumah bukan sekali doang udah tiga kali sok akrab sama punya rumah
Viral Momen Apes Maling Ketiduran Kaget Dibangunkan Polisi Kocak https://t.co/siieP8qOd6,viral momen apes maling tidur kaget bangun polisi kocak
Viral Maling Ketiduran saat Beraksi di Rumah Kosong Kaget Dibanguni Polisi: Numpang Tidur Pak https://t.co/jHEA2nFT6n via @tribunnews,viral maling tidur aksi rumah kosong kaget bangun polisi numpang tidur pak via
Kocak! Maling Ketiduran Kaget Dibangunin Polisi: Numpang Tidur Pak https://t.co/uJMtCqVLCo,kocak maling tidur kaget dibangunin polisi numpang tidur pak
@tanyarlfes aku pernah dulu kena tilang krna yg bawa ade cowoku mana lagi dia pke celana abu SMA+emg ga pke helm trus udh tau ada polisi di pertigaan malah berhenti di belakangnya mana pas papol nya balik badan kaget liat kita kek tatapannya berani amat nih bocah ,aku pernah dulu kena tilang krna bawa ade cowoku mana pke celana abu sma emg gak pke helm terus tau polisi tiga malah henti belakang mana pas papol nya balik badan kaget liat kek tatap berani nih bocah
@nissimorra Kyknya sih ggra ngerem dua nya itu pas lagi kenceng trs kaget ad polisi tdr cuma luka di tangan sama lutut hehehe jiaa thanks for asking ‍️,kyknya sih ggra ngerem nya pas kenceng terus kaget ad polisi tdr cuma luka tangan sama lutut hehehe jiaa thanks for asking
Salah satu hal yg bikin kaget setelah pindah ke jkt adalah.. ada polisi tidur di jalan raya kek manaaa?,salah satu bikin kaget pindah jkt polisi tidur jalan raya kek manaaa
@tanyarlfes Dulu bgt sih pas masih dibawah umur wkwk. Aku yang boceng temenku kaget waktu liat polisi dia langsung puter balik akhirnya kesrempet sama motor dibelakangku. Polisinya langsung nyamperin dan bilang hayo mau kabur ya malah jadi jatoh. ,dulu banget sih pas bawah umur wkwk aku boceng temenku kaget waktu liat polisi langsung puter balik akhir srempet sama motor belakang polisi langsung nyamperin bilang hayo mau kabur malah jadi jatoh
@keirmiest td lagi lumayan kenceng trs kaget ada polisi tdr eh ikutan tiduran jg ggra ngerem kanan kiri wkwkwk kyknya sih ggra itu thanks for asking ya keiii.. kamu hati yaa kalo di jalan ,td lumayan kenceng terus kaget polisi tdr eh ikut tidur ggra ngerem kanan kiri wkwkwk kyknya sih ggra thanks for asking keiii kamu hati yaa kalo jalan
Maling Ketiduran Kaget dibangunin Polisi #Maling #Polisi #Ketiduran #JakartaUtara #Harianterbitcom https://t.co/uLRV5EpRB1,maling tidur kaget dibangunin polisi
pas dia lapor tuh ga sampe sejam udah ditemuin gitu which is kaget soalnya cepet banget dan akhirnya dia suruh balik lagi sore dan bener aja hapenya ketemu. jujur gua shock berat karena kerjanya secepet itu dan se reliable itu thumbs up untuk polisi di sini https://t.co/f8WmUjNlN2,pas lapor tuh gak sampe jam udah ditemuin gitu which is kaget soal cepet banget akhir suruh balik sore bener hapenya ketemu jujur gua shock berat kerja secepet se reliable thumbs up polisi sini
Kaget lewat pinggir tol cikunir jam segini dikira ada tauran tau nya polisi pada nongkrong di tengah jalan wkwkkwkw. Slow si gua mah,kaget lewat pinggir tol cikunir jam gin kira taur tau nya polisi nongkrong tengah jalan wkwkkwkw slow si gua mah
@seyyshiee kl ada polisi ngetok pintu jgn kaget tp ya kak,kl polisi ngetok pintu jgn kaget kak
MORTEZA manusia Rasis penghina agama Kristen akhirnya ditangkap polisi medan Awalnya gua kaget karna GK nyangka orang selucu Morteza ini menghina agama lain di live IGnya Kejadian di Medan lagi kalian taulah Medan senggol dikit bacok habis lu bray Cc @bobbynasution_ https://t.co/xcIE8bn98E,morteza manusia ras hina agama kristen akhir tangkap polisi medan awal gua kaget karna gak nyangka orang lucu morteza hina agama live ignya jadi medan kalian tau medan senggol dikit bacok habis lu bray cc
kaget dikit ada polisi di depan rumah tetangga njir,kaget dikit polisi depan rumah tetangga njir
@arintarama @convomfs Ada anjir. Gue ketemu versi cewenya. Dia ngaku kl temennya polisi lah tentara ini iu lah KEK BODO AMAT GUE GA PEDULI??!! Jujur gue pun kaget pas pertama ketemu sampe gue cuman iya iya hooh hooh aja skrng. Kek i don't buy her bullshit terserah lu dah cuap-cuap sana..,anjir gue ketemu versi cewenya ngaku kl temennya polisi lah tentara iu lah kek bodo gue gak peduli jujur gue kaget pas pertama ketemu sampe gue cuman iya iya hooh hooh skrng kek i don t buy her bullshit serah lu dah cuap cuap sana
kirain tadi pake suspender polisi itu loh kaget sedetik https://t.co/vwjA4ObVht,kirain tadi pake suspender polisi loh kaget detik
@niellsszz_ @kdrama_menfess kan gak tau kalo pak guru itu anaknya dia. taunya setelah ngobrol berdua di kantor polisi. setelah tau ya dia kaget,kan gak tau kalo pak guru anak tau ngobrol kantor polisi tau kaget
@bhitsy yakan gimmick soalnya tu polisi reflek bilang gitu ceritanya mathew baru denger deh seolah kaget mba,yakan gimmick soal tu polisi reflek bilang gitu cerita mathew baru denger deh olah kaget mba
KAGET KETAUAN KE KNTOR POLISI SAMA AJUSSI YANG JAGA ASRAMA GARA GARA ADA SURAT,kaget tau kntor polisi sama ajussi jaga asrama gara gara surat
Suka kaget liat seragam polisi takut ditilang wkwkwkw eh taunya satpam sering,suka kaget liat seragam polisi takut tilang wkwkwkw eh tau satpam sering
@lagi_mece @convomfs Kaget dulu kukira polisi udah deg2an takut ditilang pas naek motor,kaget dulu kira polisi udah degan takut tilang pas naek motor
Viral Bocah 7 Tahun Laporkan Ibu Kandungnya ke Polisi Kapolsek Kaget Saat Tahu Masalahnya https://t.co/AmkLnnLNeA via @tribunnews,viral bocah tahun lapor ibu kandung polisi kapolsek kaget tahu masalah via
Jadi inget anak tetangga tuh lagi main ke rumah terus dia bilang polisi anjing datang pake mobil2an gitu terus aku dalam hati kaget 'astaghfirullah kok anak2 kasar amat' terus hampir bilang eh jangan ngomong gitu kasar. Ternyata emaknya jelasin kalau itu kartun paw patrol ,jadi inget anak tetangga tuh main rumah terus bilang polisi anjing datang pake mobil gitu terus aku hati kaget astaghfirullah kok anak kasar terus hampir bilang eh jangan ngomong gitu kasar nyata emaknya jelasin kalau kartun paw patrol
@itzwoopy dia pasti kaget bgt liat junmo brutal abis karena seorang polisi seharusnya ga begitu. udah gt junmo bilang dia begitu karena harus melindungi seseorang yang dia liat euijong tapi yang diliat sm haeryun si gicheol. jadi junmo sama euijong sama2 sakit sih : ),kaget banget liat junmo brutal abis orang polisi gak udah gt junmo bilang lindung orang liat euijong liat sama haeryun si gicheol jadi junmo sama euijong sama sakit sih
emg kalo mau kelas tuh mesti lewat gedung forensik gitu lah jadi udah biasa pp kampus liat mobil jenazah. tp tadi pagi lengkap ama mobil polisi+orang banyak nelpon2 jujur kaget : ,emg kalo mau kelas tuh mesti lewat gedung forensik gitu lah jadi udah biasa pp kampus liat mobil jenazah tadi pagi lengkap ama mobil polisi orang banyak nelpon jujur kaget
@jJaehyueonNjee sptnya ank 18 it kaget kirain polisi trnyt mmh mmh,sptnya ank it kaget kirain polisi trnyt mmh mmh
@Heraloebss Ini mama papa ku ngikutin kasus ini sampe kesel ke ubun2 udah nebak yg bunuh pasti keluarganya kesel banget mereka sama polisi nya skrg mereka ga kaget lagi tuh dan semakin kesel sama polisinya,mama papa ku ngikutin kasus sampe kesel ubun udah nebak bunuh keluarga kesel banget sama polisi nya skrg gak kaget tuh makin kesel sama polisi
@Adriandhy Kaget :)) polisi anjing,kaget polisi anjing
kaget ternyata emang polisi anjing ,kaget nyata emang polisi anjing
Ia memutar kursi tanpa berdiri lalu membuka headset saat melihat kawanan polisi di depan pintu kamarnya. Ia sedikit kaget lantas bertutur bahwa sedang menyelesaikan pekerjaannya sebagai freelancer desain grafis.,putar kursi diri lalu buka headset lihat kawan polisi depan pintu kamar sedikit kaget lantas tutur sedang selesai kerja bagai freelancer desain grafis
Berkali-kali ketukan itu tak mendapat jawaban terpaksa polisi mendobrak paksa pintu depan rumah. Anehnya tak ada seorang pun di dalam rumah yang kaget dengan dobrakan keras itu.,kali kali ketu tak jawab paksa polisi dobrak paksa pintu depan rumah aneh tak orang rumah kaget dobrak keras
yang pada protes sama becandaan nya member nct bakal kaget kali ya kalo tau becandaan nya suju bakal sampe ditahap protes ampe minta dilaporin ke polisi kek nyaa,protes sama becandaan nya member nct bakal kaget kali kalo tau becandaan nya suju bakal sampe tahap protes ampe minta dilaporin polisi kek nyaa
@tanyarlfes Temanin adek mu kelas 4 sd harusnya udah tau mana yang nga boleh disentuh orang asing bisa aja dia nga nangis karna kaget atas kejadian tersebut untuk satpamnya tonjok lagi aja sebelum bawa ke kantor polisi ,tanin adek mu kelas sd udah tau mana nga sentuh orang asing nga nang karna kaget atas jadi sebut satpam tonjok belum bawa kantor polisi
@ainurohman Mau kaget tapi polisi yg main nya,mau kaget polisi main nya
Reaksi Keluarga Usai Polisi Tetapkan 5 Tersangka Pembunuh Tuti-Amel Dari 5 orang yang tersangka ada Danu ya kaget juga mendengar dia ikutan terlibat tapi ada senangnya itu dia terbuka ujar Lilis Sulastri kakak Tuti. &gt;&gt; https://t.co/ahSpumMtVp #detikJabar,reaksi keluarga usai polisi tetap sangka bunuh tuti amel orang sangka danu kaget dengar ikut libat senang buka ujar lil sulastri kakak tuti gt gt
@kumparan Ada yg kaget sama kelakuan polisi ?,kaget sama laku polisi
@koganenohikari ga kaget. hampir 1 minggu sampit mati toko smw tutup toko kluarga gue tutup. sodara gue duduk di luar ada polisi boncengan bawa mayat sodara gue liat sndri kpla mayat nya putus ktnya di sambit boomerang (dia gak bilang mandau) sodara gue stres hampir 2 bulan,gak kaget hampir minggu sampit mati toko smw tutup toko kluarga gue tutup sodara gue duduk luar polisi bonceng bawa mayat sodara gue liat sndri kpla mayat nya putus ktnya sambit boomerang gak bilang mandau sodara gue stres hampir bulan
Cok kaget ada polisi kerumah mau diajak ke polda mana uda bawa surat penangkapan ,cok kaget polisi rumah mau ajak polda mana uda bawa surat tangkap
@Heraloebss Mau kaget tapi polisi https://t.co/W86qMrKAEi,mau kaget polisi
@detikcom Oooww.... Mobil polisi to?? Gak kaget blas... ,oooww mobil polisi to gak kaget blas
Kaget gue Vadel ketangkep polisi ternyata doa ibu emang manjur even ibunya kek Nikita Mirzani sama mak gue. Soalnya dulu gue pernah didoain kecelakaan malemnya beneran kecelakaan wkwk,kaget gue vadel ketangkep polisi nyata doa ibu emang manjur even ibu kek nikita mirzani sama mak gue soal dulu gue pernah didoain celaka malemnya beneran celaka wkwk
@KAI121 kaget ternyata sebenernya pencuri kaya gini beneran bisa ditangkep ya sama polisi,kaget nyata sebenernya curi kaya gin beneran ditangkep sama polisi
Dari muncul mobil nya pas dia ketimpuk lonceng Ppappa dari Mongolia aja ku kaget .. kira2 ini masuk polisi krn gabut jadi cucu konglomerat kali ya ,muncul mobil nya pas timpuk lonceng ppappa mongolia ku kaget kira masuk polisi gabut jadi cucu konglomerat kali
@JogjaUpdate Wes tau lewat kunu pas rung due SIM kaget mak jegagik eneng patung polisi ne. Untung ra ngglebak ,wes tau lewat kunu pas rung due sim kaget mak jegagik eneng patung polisi ne untung ra ngglebak
ya allah pen dapet uang kaget 50 jt ajaa ga banyak kokkk,allah pen dapet uang kaget jt ajaa gak banyak kokkk
Aku pernah juga ketemu temen dilampu merah mana manggilnya keras banget aku udah kaget dipanggil polisi ternyata temen SMA ku memang asu,aku pernah ketemu temen lampu merah mana manggilnya keras banget aku udah kaget panggil polisi nyata temen sma ku memang asu
soalnya polisi di drakor tuh biasanya tinggal di apart subsidi karena biayanya murah. tapi heesik nih beda. dari awal udh dibikin kaget mobil dia bronco anjayy ,soal polisi drakor tuh biasa tinggal apart subsidi biaya murah heesik nih beda awal bikin kaget mobil bronco anjayy
Curhat ke Polisi Pengantin Baru di Tuban Kaget Istri Tiba-tiba Hilang Padahal Baru Seminggu Nikah https://t.co/gxNyf5Elbr,curhat polisi pengantin baru tuban kaget istri tiba tiba hilang padahal baru minggu nikah
@aexstetic turut berduka cita mbak semoga diterima disisi Nya. sudah gak kaget kalo pelayanan disana lama pasti harus nunggu lama kalo dari igd nunggu kamar kosong. lebih baik kalo urgent ke rs lain saja,turut duka cita mbak moga terima sisi nya gak kaget kalo layan sana lama nunggu lama kalo igd nunggu kamar kosong lebih baik kalo urgent rs
anjing kaget rumah gue didatengin polisi sama anggota dewan. Kirain kira bapak gue bekasus lagi. Mana gue sendirian,anjing kaget rumah gue didatengin polisi sama anggota dewan kirain kira bapak gue bekasus mana gue sendiri
kaget bgt ada yg ketok2 pas buka pake seragam polisi kirain digrebek ternyata temen2 bokap mau jenguk ,kaget banget ketok pas buka pake seragam polisi kirain digrebek nyata temen bokap mau jenguk
@tvOneNews Sok ngeles. Klo ketahuan bobroknya trus jurus ngeles andalannya...... Semoga polisi obyektif... Biar masuk bui luuu. Kualat kan?,sok ngeles klo tahu bobrok terus jurus ngeles andal moga polisi obyektif biar masuk bui luuu kualat kan
- trs ama tuh mobil polisi yg ada sirine nya tuh dinyalain dong bjirrr emg ga boleh kah disitu?? gatau aslii apa cmn buat tuh mobil aj yg ga dibolehin didepannya?? kaget bgt anjrr trs takut plat motor gue di foto trs ditilang (literally overthinking tdi tuh),terus ama tuh mobil polisi sirine nya tuh dinyalain dong bjirrr emg gak situ gatau asli apa cuman buat tuh mobil aja gak dibolehin depan kaget banget anjrr terus takut plat motor gue foto terus tilang literally overthinking tdi tuh
Tas Tergeletak di Pinggir Jalan Isinya Bikin Kaget Pak Polisi #Polisi https://t.co/jBZT8G8FBC,tas geletak pinggir jalan isi bikin kaget pak polisi
@convomfs sringnya yg rndom sih jln2 ber2 sama dia(msi 5th) trs ngelewatin byk gajlukan aka polisi tidur. dia taunya emg itu nmnya gajlukan pas gua blg polisi tidur dia nnya apa itu polisi tidur gua jwb iya ini yang kita lewatin. dgn plosnya dia blg kasian polisinya kaget dilindes,sringnya rndom sih jln ber sama msi th terus ngelewatin byk gajlukan aka polisi tidur tau emg nmnya gajlukan pas gua blg polisi tidur nnya apa polisi tidur gua jwb iya lewatin dgn plosnya blg kasi polisi kaget dilindes
@jmrj00_ itu narel kaget kirain nasa beneran udah berubah ga akan bunuh org lagi yg deketin dia. tapi ternyata nasa tetep bunuh cuma diam aja lakuinnya biar ga ketauan polisi tapi ya tetep aja bangkai bakal kecium bau nya,narel kaget kirain nasa beneran udah ubah gak bunuh org deketin nyata nasa tetep bunuh cuma diam lakuinnya biar gak tau polisi tetep bangkai bakal cium bau nya
Ga kaget sih Dan kemungkinan kecil jg ni kasus bisa beres toh yg jadi jaksa/hakim/polisi pas itu udah jadi bos semua. Ga mau lah nama mereka tercoreng cm kr kasus ini ,gak kaget sih mungkin kecil ni kasus beres jadi jaksa hakim polisi pas udah jadi bos semua gak mau lah nama coreng cm kr kasus
@KompasTV trus maksud kowè ... yg tewas disebabkan #karena_kaget? d bkn krn #peluru_polisi? https://t.co/VRCosQm9jx,terus maksud kow tewas d bkn
Stlh w naik dan jalan pulang abang ojolnya bilang dia kaget pas nyampe gua lg di kelilingin security dan bpk2 ngomongin polisi dan cctv jd selama di jalan w ceritain itu kronologi kejadiannya trs dia minta maaf ga dtg lebih cepet gpp bang emg jambretnya aja yg jahat dan w -,stlh w naik jalan pulang abang ojolnya bilang kaget pas nyampe gua kelilingin security bpk ngomongin polisi cctv jd lama jalan w ceritain kronologi jadi terus minta maaf gak dtg lebih cepet gpp bang emg jambret jahat w
kaget kok bnyak polisi sama tni wkwkwk ternyata ada acara wkkwk https://t.co/uqrASwMwZD,kaget kok bnyak polisi sama tni wkwkwk nyata acara wkkwk
polisi kaget,polisi kaget
@doelkamdi_46 Laju mobil Brio mbeeerrr di jalan berlubang... S'lalu begitu dari dulu waktu jadi garangan... Bapak Doel Kamdi kaget bukan kepalang... Banyak polisi bawa senjata berwajah tampan...,laju mobil brio mbeeerrr jalan lubang s lalu dulu waktu jadi garangan bapak doel kamdi kaget bukan kepalang banyak polisi bawa senjata wajah tampan
kaget dikit tp untung bukan garis polisi aja️,kaget dikit untung bukan garis polisi
: Pak tetangga kita ditangkep polisi ketauan bawa sabu ‍ : Oks Oke aja ni??? Minimal kaget kek. Oke,pak tetangga ditangkep polisi tau bawa sabu oks oke ni minimal kaget kek oke
