id_process,text,emotion,preprocessed_result
1087,Kenapa hukum terasa lebih berat bagi rakyat biasa?,fear,hukum berat rakyat
1088,"Kasus hilang, bukti lenyap, siapa yang harus kita percaya?",fear,hilang bukti lenyap percaya
1089,Takut keadilan tak pernah benar-benar ada.,fear,takut adil
1090,Respons cepat dalam menangani laporan akan meningkatkan kepercayaan masyarakat.,netral,respons cepat tangan lapor tingkat percaya masyarakat
1091,Polisi sebagai pengayom masyarakat perlu terus meningkatkan pelayanannya.,netral,polisi ayom masyarakat tingkat layan
1092,"Keamanan dan ketertiban jadi tanggung jawab bersama, bukan hanya kepolisian.",netral,aman tertib tanggung bukan polisi
1093,Masyarakat dan kepolisian harus saling mendukung demi lingkungan yang lebih aman.,netral,masyarakat polisi dukung lingkung aman
1094,"Takut, karena hukum bisa tajam ke bawah dan tumpul ke atas.",fear,takut hukum tajam tumpul
1095,"Korban malah disalahkan, makin ngeri buat cari keadilan.",fear,korban salah ngeri cari adil
1096,Kedisiplinan internal kepolisian penting untuk menjaga integritas institusi.,netral,disiplin internal polisi jaga integritas institusi
1097,"Setiap ada kasus besar, selalu ada keanehan.",fear,aneh
1098,"Berani melapor, tapi takut malah jadi tersangka.",fear,berani lapor takut sangka
1099,Takut karena keadilan hanya untuk mereka yang punya kuasa.,fear,takut adil kuasa
1100,"Melihat kejahatan bebas berkeliaran, makin ngeri hidup di sini.",fear,jahat bebas keliar ngeri hidup
1101,"Jika aparat bisa menyalahgunakan wewenang, siapa yang melindungi kita?",fear,aparat salah guna wenang lindung
1102,"Polisi diam, sementara ketidakadilan terus terjadi.",fear,polisi diam tidakadil
1103,Takut karena banyak yang bicara benar malah dibungkam.,fear,takut bicara bungkam
1104,"Miris, masyarakat mulai takut mempercayai aparat.",fear,miris masyarakat takut percaya aparat
1105,"Setiap ada kasus viral, tiba-tiba semuanya menghilang.",fear,viral hilang
1106,Takut kalau kejahatan justru dilindungi oleh yang berwenang.,fear,takut jahat lindung wenang
1107,Susah percaya kalau hukum bisa berubah ke arah lebih baik.,fear,susah percaya hukum ubah arah
1108,Ngeri kalau aparat bisa berbuat semaunya tanpa konsekuensi.,fear,ngeri aparat buat tanpa konsekuensi
1109,Takut kalau sistem hukum ini tak akan pernah membaik.,fear,takut sistem hukum baik
1110,Banyak yang takut bicara karena bisa berujung ancaman.,fear,takut bicara ujung ancam
1111,Takut jika ketidakadilan ini sudah dianggap wajar.,fear,takut tidakadil anggap wajar
1112,"Kalau hukum tak bisa dipercaya, siapa yang bisa?",fear,hukum percaya
1113,"Rasa takut ini bukan tanpa alasan, terlalu banyak bukti nyata.",fear,takut bukan tanpa alas bukti nyata
1114,"Jika polisi tidak bisa diandalkan, ke mana lagi harus meminta bantuan?",fear,polisi tidak andal bantu
1115,Takut saat yang benar malah ditekan habis-habisan.,fear,takut dite habis habis
1116,Bagaimana jika kasus kita hanya berakhir sebagai statistik?,fear,statistik
1117,Takut ketika bukti jelas tapi tidak ada tindakan.,fear,takut bukti tidak tindak
1118,"Polisi harusnya hadir sebagai pelindung, bukan sumber ketakutan.",fear,polisi hadir lindung bukan sumber takut
1119,Ngeri kalau sistem ini terus melahirkan ketidakadilan.,fear,ngeri sistem lahir tidakadil
1120,"Jika rakyat kecil tak pernah menang di mata hukum, lalu untuk apa hukum itu ada?",fear,rakyat menang mata hukum hukum
1121,Takut lihat berita kalau aparat bisa sesukanya tanpa hukuman.,fear,takut lihat berita aparat suka tanpa hukum
1122,"Melawan kejahatan itu berat, tapi lebih berat kalau aparat ikut bermain.",fear,lawan jahat berat berat aparat main
1123,Takut kalau kita sudah terbiasa dengan hukum yang timpang.,fear,takut biasa hukum timpang
1124,"Polisi harusnya memberi rasa aman, bukan cemas.",fear,polisi aman bukan cemas
1125,Bagaimana bisa percaya kalau kejahatan tetap merajalela?,fear,percaya jahat rajalela
1126,Takut kalau hukum hanya tunduk pada uang dan kekuasaan.,fear,takut hukum tunduk uang kuasa
1127,"Kasus besar tak tersentuh, tapi yang kecil langsung dihukum.",fear,sentuh langsung hukum
1128,Takut karena hukum lebih sering berpihak pada yang kaya.,fear,takut hukum pihak kaya
1129,"Polisi janji reformasi, tapi yang terjadi malah sebaliknya.",fear,polisi janji reformasi
1130,"Jika hukum hanya formalitas, lalu untuk apa?",fear,hukum formalitas
1131,Saya percaya polisi bisa menegakkan keadilan dengan adil.,trust,percaya polisi tegak adil adil
1132,Semoga polisi tetap berintegritas dan menjaga kepercayaan rakyat.,trust,moga polisi integritas jaga percaya rakyat
1133,Saya yakin masih banyak polisi yang bekerja dengan hati nurani.,trust,polisi hati nurani
1134,Polisi yang jujur akan selalu mendapat tempat di hati masyarakat.,trust,polisi jujur hati masyarakat
1135,Percaya bahwa hukum akan ditegakkan tanpa pandang bulu.,trust,percaya hukum tegak tanpa pandang bulu
1136,Kami berharap polisi selalu melindungi yang lemah.,trust,harap polisi lindung lemah
1137,Kepercayaan rakyat adalah aset terbesar kepolisian.,trust,percaya rakyat aset besar polisi
1138,Saya yakin ada polisi yang bekerja demi kebaikan negeri ini.,trust,polisi baik negeri
1139,Polisi adalah garda terdepan dalam menjaga ketertiban masyarakat.,trust,polisi garda depan jaga tertib masyarakat
1140,Kami percaya polisi bisa menjadi harapan bagi keadilan.,trust,percaya polisi harap adil
1141,Integritas polisi adalah pondasi utama kepercayaan publik.,trust,integritas polisi pondasi utama percaya publik
1142,Teknologi bisa membantu polisi dalam meningkatkan efektivitas tugasnya.,netral,teknologi bantu polisi tingkat efektivitas tugas
1143,Perbaikan di berbagai sektor kepolisian akan membawa dampak positif bagi masyarakat.,netral,baik sektor polisi bawa dampak positif masyarakat
1144,Setiap laporan dari masyarakat seharusnya ditindaklanjuti sesuai prosedur.,netral,lapor masyarakat tindaklanjut suai prosedur
1145,Kepolisian yang bekerja profesional akan membawa dampak baik bagi sistem hukum kita.,netral,polisi profesional bawa dampak sistem hukum
1146,"Semakin profesional kepolisian, semakin aman masyarakat dalam beraktivitas.",netral,profesional polisi aman masyarakat aktivitas
1147,Kejujuran polisi adalah harapan bagi masa depan hukum di negeri ini.,trust,jujur polisi harap hukum negeri
1148,Kami percaya masih ada polisi yang benar-benar mengabdi untuk rakyat.,trust,percaya polisi abdi rakyat
1149,Rakyat membutuhkan polisi yang bisa dipercaya dan diandalkan.,trust,rakyat butuh polisi percaya andal
1150,Saya yakin polisi akan terus bekerja untuk menegakkan hukum dengan tegas.,trust,polisi tegak hukum
1151,Kepercayaan masyarakat adalah tanggung jawab yang harus dijaga oleh kepolisian.,trust,percaya masyarakat tanggung jaga polisi
1152,Kami percaya hukum akan tegak jika polisi bekerja dengan jujur.,trust,percaya hukum tegak polisi jujur
1153,Polisi yang transparan akan selalu mendapat dukungan rakyat.,trust,polisi transparan dukung rakyat
1154,Kami berharap polisi terus bekerja dengan penuh dedikasi.,trust,harap polisi penuh dedikasi
1155,Keberanian polisi dalam menegakkan keadilan patut diapresiasi.,trust,berani polisi tegak adil patut apresiasi
1156,Saya yakin ada polisi yang bekerja dengan hati untuk rakyat.,trust,polisi hati rakyat
1157,Kami percaya reformasi kepolisian akan membawa perubahan positif.,trust,percaya reformasi polisi bawa ubah positif
1158,Polisi adalah simbol perlindungan yang harus dijaga dengan baik.,trust,polisi simbol lindung jaga
1159,Kami yakin polisi bisa menjadi panutan dalam menegakkan hukum.,trust,polisi panutan tegak hukum
1160,Polisi yang bertanggung jawab akan selalu dihormati rakyat.,trust,polisi tanggung hormat rakyat
1161,Saya percaya kepolisian bisa memperbaiki citranya dengan kerja nyata.,trust,percaya polisi baik citra kerja nyata
1162,Kepastian hukum bisa terwujud jika polisi bekerja dengan kejujuran.,trust,pasti hukum wujud polisi jujur
1163,Keamanan masyarakat ada di tangan polisi yang bekerja dengan tulus.,trust,aman masyarakat tangan polisi tulus
1164,Saya yakin polisi bisa menjadi pilar keadilan di negeri ini.,trust,polisi pilar adil negeri
1165,Polisi yang setia pada sumpahnya akan selalu dihormati rakyat.,trust,polisi setia sumpah hormat rakyat
1166,Kami percaya masih ada polisi yang bekerja tanpa pamrih.,trust,percaya polisi tanpa pamrih
1167,Polisi yang profesional adalah harapan bagi sistem hukum yang lebih baik.,trust,polisi profesional harap sistem hukum
1168,Saya yakin polisi bisa membawa rasa aman bagi masyarakat.,trust,polisi bawa aman masyarakat
1169,Keadilan akan terwujud jika polisi bekerja dengan transparansi.,trust,adil wujud polisi transparansi
1170,Kepercayaan masyarakat terhadap polisi harus dijaga dengan baik.,trust,percaya masyarakat polisi jaga
1171,Polisi yang bekerja dengan prinsip kejujuran akan selalu mendapat dukungan.,trust,polisi prinsip jujur dukung
1172,Saya percaya kepolisian bisa semakin dekat dengan rakyat.,trust,percaya polisi rakyat
1173,Polisi yang baik adalah mereka yang selalu berpihak pada kebenaran.,trust,polisi pihak benar
1174,Kami percaya polisi bisa menjadi bagian dari perubahan positif.,trust,percaya polisi ubah positif
1175,Kepolisian yang profesional akan membawa keamanan bagi seluruh rakyat.,trust,polisi profesional bawa aman rakyat
1176,Kami percaya polisi bisa membangun kembali kepercayaan masyarakat.,trust,percaya polisi bangun percaya masyarakat
1177,Polisi yang bekerja dengan hati akan selalu mendapat penghormatan.,trust,polisi hati hormat
1178,Kepercayaan rakyat akan semakin kuat jika polisi terus berbenah.,trust,percaya rakyat kuat polisi benah
1179,Kami yakin kepolisian bisa menjadi simbol keadilan yang sesungguhnya.,trust,polisi simbol adil sungguh
1180,Polisi yang bertanggung jawab akan selalu mendapat tempat di hati rakyat.,trust,polisi tanggung hati rakyat
1181,Saya yakin kepolisian bisa menjaga keadilan untuk semua.,trust,polisi jaga adil
1182,Kami percaya polisi akan selalu berada di pihak yang benar.,trust,percaya polisi
1183,Hukum akan berjalan baik jika polisi bekerja dengan penuh tanggung jawab.,trust,hukum jalan polisi penuh tanggung
1184,Polisi yang disiplin akan membawa perubahan besar bagi negeri ini.,trust,polisi disiplin bawa ubah negeri
1185,Kami yakin kepolisian akan terus melindungi masyarakat dengan sepenuh hati.,trust,polisi lindung masyarakat penuh hati
1186,Polisi yang bekerja dengan jujur akan selalu mendapat dukungan rakyat.,trust,polisi jujur dukung rakyat
1187,Saya percaya kepolisian mampu memberantas kejahatan dengan tegas.,trust,percaya polisi berantas jahat
1188,Polisi yang berani menegakkan kebenaran adalah pahlawan bagi rakyat.,trust,polisi berani tegak benar pahlawan rakyat
1189,Kami percaya kepolisian bisa menjaga keamanan dengan lebih baik.,trust,percaya polisi jaga aman
1190,Polisi adalah garda terdepan dalam menciptakan ketertiban di masyarakat.,trust,polisi garda depan cipta tertib masyarakat
1191,Integritas polisi adalah hal yang sangat berharga bagi bangsa ini.,trust,integritas polisi harga bangsa
1192,Saya yakin kepolisian terus berusaha memperbaiki sistem penegakan hukum.,trust,polisi usaha baik sistem tegak hukum
1193,Keamanan akan lebih terjamin jika polisi bekerja dengan penuh dedikasi.,trust,aman jamin polisi penuh dedikasi
1194,Kami percaya polisi bisa menindak kejahatan tanpa pandang bulu.,trust,percaya polisi tindak jahat tanpa pandang bulu
1195,Polisi yang bekerja dengan profesionalisme tinggi akan selalu dihormati.,trust,polisi profesionalisme hormat
1196,Saya yakin ada polisi yang benar-benar ingin melindungi rakyat.,trust,polisi lindung rakyat
1197,Kepolisian yang kuat akan menciptakan rasa aman di tengah masyarakat.,trust,polisi kuat cipta aman masyarakat
1198,Kami yakin polisi bisa mengembalikan kepercayaan masyarakat dengan kerja nyata.,trust,polisi kembali percaya masyarakat kerja nyata
1199,Polisi yang menjalankan tugasnya dengan hati nurani akan dihormati rakyat.,trust,polisi jalan tugas hati nurani hormat rakyat
1200,Kejujuran polisi adalah kunci utama dalam membangun kepercayaan publik.,trust,jujur polisi kunci utama bangun percaya publik
1201,Saya percaya polisi mampu menciptakan suasana yang aman dan kondusif.,trust,percaya polisi cipta suasana aman kondusif
1202,Kami berharap polisi tetap berkomitmen untuk memberantas segala bentuk kejahatan.,trust,harap polisi komitmen berantas bentuk jahat
1203,Rakyat butuh polisi yang bisa menjadi panutan dalam menegakkan hukum.,trust,rakyat butuh polisi panutan tegak hukum
1204,Saya percaya kepolisian bisa lebih transparan dalam menangani kasus.,trust,percaya polisi transparan tangan
1205,Keberanian polisi dalam melawan ketidakadilan adalah hal yang patut diapresiasi.,trust,berani polisi lawan tidakadil patut apresiasi
1206,Kami yakin polisi bisa menjalankan tugasnya tanpa intervensi dari pihak manapun.,trust,polisi jalan tugas tanpa intervensi mana
1207,Polisi yang berpegang teguh pada prinsip keadilan akan selalu didukung rakyat.,trust,polisi pegang teguh prinsip adil dukung rakyat
1208,Saya percaya reformasi kepolisian akan membawa dampak positif bagi hukum.,trust,percaya reformasi polisi bawa dampak positif hukum
1209,Polisi yang humanis akan lebih dekat dengan masyarakat.,trust,polisi humanis masyarakat
1210,Kepolisian yang bertindak adil akan selalu mendapatkan kepercayaan publik.,trust,polisi tindak adil percaya publik
1211,Kami yakin polisi bisa bekerja lebih baik untuk masa depan yang lebih aman.,trust,polisi aman
1212,Polisi yang bertanggung jawab adalah harapan bagi bangsa ini.,trust,polisi tanggung harap bangsa
1213,Saya percaya kepolisian bisa menangani kasus dengan cepat dan tepat.,trust,percaya polisi tangan cepat
1214,Kami berharap polisi tetap setia pada tugasnya untuk melindungi rakyat.,trust,harap polisi setia tugas lindung rakyat
1215,Rakyat butuh polisi yang selalu menjunjung tinggi nilai keadilan.,trust,rakyat butuh polisi junjung nilai adil
1216,Polisi yang transparan dalam menjalankan tugasnya akan lebih dipercaya publik.,trust,polisi transparan jalan tugas percaya publik
1217,Saya yakin ada banyak polisi yang masih bekerja dengan penuh integritas.,trust,polisi penuh integritas
1218,Kami percaya polisi bisa menjadi ujung tombak dalam melawan kejahatan.,trust,percaya polisi ujung tombak lawan jahat
1219,Polisi yang berani menolak korupsi akan selalu mendapat dukungan rakyat.,trust,polisi berani tolak korupsi dukung rakyat
1220,Saya yakin kepolisian akan terus berusaha menjadi lebih baik setiap hari.,trust,polisi usaha
1221,Kepercayaan rakyat terhadap polisi akan semakin kuat jika mereka bekerja jujur.,trust,percaya rakyat polisi kuat jujur
1222,Kami yakin kepolisian bisa meningkatkan profesionalisme dalam bertugas.,trust,polisi tingkat profesionalisme tugas
1223,Polisi yang dekat dengan rakyat akan lebih mudah menjalankan tugasnya.,trust,polisi rakyat mudah jalan tugas
1224,Saya percaya hukum bisa berjalan dengan baik jika polisi bekerja dengan jujur.,trust,percaya hukum jalan polisi jujur
1225,Polisi yang tegas tetapi tetap humanis akan selalu dihormati masyarakat.,trust,polisi humanis hormat masyarakat
1226,Kami berharap polisi tetap menjaga keadilan tanpa diskriminasi.,trust,harap polisi jaga adil tanpa diskriminasi
1227,Polisi yang bekerja tanpa penyalahgunaan wewenang akan selalu didukung rakyat.,trust,polisi tanpa salah guna wenang dukung rakyat
1228,Saya yakin kepolisian bisa menjadi harapan bagi hukum yang lebih baik.,trust,polisi harap hukum
1229,Polisi yang bersih dan transparan akan membawa perubahan positif bagi bangsa.,trust,polisi bersih transparan bawa ubah positif bangsa
1230,Bangga melihat polisi bekerja keras menjaga keamanan masyarakat!,joy,bangga polisi keras jaga aman masyarakat
1231,Senang sekali melihat polisi yang jujur dan bertanggung jawab dalam tugasnya.,joy,senang polisi jujur tanggung tugas
1232,Kepolisian yang bekerja dengan hati nurani benar-benar patut diapresiasi!,joy,polisi hati nurani patut apresiasi
1233,Bahagia melihat polisi semakin profesional dalam menangani berbagai kasus.,joy,bahagia polisi profesional tangan
1234,Rakyat pasti lebih tenang jika polisi terus bekerja dengan baik seperti ini.,joy,rakyat tenang polisi
1235,Salut untuk polisi yang terus berusaha menciptakan lingkungan yang aman!,joy,salut polisi usaha cipta lingkung aman
1236,Keamanan semakin terjamin berkat kerja keras polisi yang berdedikasi.,joy,aman jamin berkat kerja keras polisi dedikasi
1237,Senang sekali melihat kepolisian semakin transparan dalam bekerja!,joy,senang polisi transparan
1238,Polisi yang jujur dan tegas benar-benar membawa harapan bagi masyarakat.,joy,polisi jujur bawa harap masyarakat
1239,"Tidak semua polisi buruk, masih banyak yang menjalankan tugas dengan baik.",netral,tidak polisi buruk jalan tugas
1240,Profesionalisme dalam bertugas akan membuat kepolisian semakin dihormati.,netral,profesionalisme tugas polisi hormat
1241,"Keamanan dan ketertiban butuh kerja sama semua pihak, bukan hanya tugas polisi.",netral,aman tertib butuh kerja bukan tugas polisi
1242,Setiap individu di kepolisian punya tanggung jawab untuk menjaga citra institusi.,netral,individu polisi tanggung jaga citra institusi
1243,Hati terasa lebih tenang saat melihat polisi hadir di tengah masyarakat.,joy,hati tenang polisi hadir masyarakat
1244,Kerja polisi yang luar biasa membuat lingkungan jadi lebih kondusif.,joy,kerja polisi lingkung kondusif
1245,Saya sangat mengapresiasi polisi yang selalu mengutamakan keadilan.,joy,apresiasi polisi utama adil
1246,Senang melihat polisi membantu rakyat kecil tanpa pandang bulu!,joy,senang polisi bantu rakyat tanpa pandang bulu
1247,Bangga dengan polisi yang selalu mengedepankan integritas dalam bertugas.,joy,bangga polisi depan integritas tugas
1248,Kepolisian yang transparan adalah bukti kemajuan penegakan hukum di negeri ini!,joy,polisi transparan bukti maju tegak hukum negeri
1249,Bahagia melihat polisi semakin humanis dalam melayani masyarakat.,joy,bahagia polisi humanis layan masyarakat
1250,Polisi yang bekerja tanpa korupsi adalah harapan besar bagi bangsa ini!,joy,polisi tanpa korupsi harap bangsa
1251,Polisi yang responsif terhadap laporan warga benar-benar luar biasa!,joy,polisi responsif lapor warga
1252,Salut untuk polisi yang selalu hadir di saat rakyat membutuhkan bantuan.,joy,salut polisi hadir rakyat butuh bantu
1253,Hukum bisa berjalan dengan baik jika polisi terus bekerja seperti ini!,joy,hukum jalan polisi
1254,Senang melihat polisi semakin inovatif dalam menangani masalah keamanan.,joy,senang polisi inovatif tangan aman
1255,Kepolisian yang disiplin dan profesional adalah kebanggaan bangsa!,joy,polisi disiplin profesional bangga bangsa
1256,Polisi yang terus berbenah diri akan semakin dicintai rakyatnya.,joy,polisi benah cinta rakyat
1257,Keberanian polisi dalam menindak kejahatan patut diapresiasi!,joy,berani polisi tindak jahat patut apresiasi
1258,Makin bangga dengan kepolisian yang berani melawan praktik korupsi!,joy,bangga polisi berani lawan praktik korupsi
1259,Polisi yang peduli pada masyarakat akan selalu mendapatkan kepercayaan penuh.,joy,polisi peduli masyarakat percaya penuh
1260,Bangga melihat polisi melayani rakyat dengan sepenuh hati.,joy,bangga polisi layan rakyat penuh hati
1261,Polisi yang cepat tanggap dalam bertugas benar-benar menginspirasi!,joy,polisi cepat tanggap tugas inspirasi
1262,Sungguh menyenangkan melihat kepolisian semakin bersih dan transparan.,joy,sungguh senang polisi bersih transparan
1263,Polisi yang berintegritas tinggi selalu mendapat tempat di hati masyarakat.,joy,polisi integritas hati masyarakat
1264,Senyum polisi yang ramah membuat masyarakat merasa lebih dekat.,joy,senyum polisi ramah masyarakat
1265,Hebat! Polisi semakin sigap dalam menangani berbagai situasi darurat.,joy,hebat polisi sigap tangan situasi darurat
1266,Kepolisian yang cerdas dan inovatif benar-benar membawa angin segar!,joy,polisi cerdas inovatif bawa angin segar
1267,Polisi yang adil akan selalu mendapat tempat di hati masyarakat.,joy,polisi adil hati masyarakat
1268,Bangga melihat polisi mengayomi rakyat dengan penuh ketulusan!,joy,bangga polisi ayom rakyat penuh tulus
1269,Polisi yang bekerja tanpa pamrih adalah pahlawan sejati bangsa!,joy,polisi tanpa pamrih pahlawan jati bangsa
1270,Salut untuk kepolisian yang makin aktif dalam membangun hubungan baik dengan rakyat.,joy,salut polisi aktif bangun hubung rakyat
1271,Polisi yang bertindak tegas terhadap pelanggar hukum layak mendapat penghargaan!,joy,polisi tindak langgar hukum layak harga
1272,Percuma laporan kalau akhirnya dibiarkan begitu saja!,anger,lapor biar
1273,"Mereka harusnya melindungi rakyat, bukan malah bikin takut!",anger,lindung rakyat bukan bikin takut
1274,Kepolisian yang makin transparan membuat rakyat lebih percaya.,joy,polisi transparan rakyat percaya
1275,Polisi yang bekerja dengan hati akan selalu dikenang jasanya.,joy,polisi hati kenang jasa
1276,Bangga dengan polisi yang sigap dalam memberikan pertolongan.,joy,bangga polisi sigap tolong
1277,Hebat! Polisi semakin terbuka dalam menerima kritik dan masukan rakyat.,joy,hebat polisi buka terima kritik masuk rakyat
1278,Kepolisian yang semakin baik akan membawa dampak besar bagi bangsa ini.,joy,polisi bawa dampak bangsa
1279,Polisi yang bersih dan amanah akan selalu mendapat dukungan penuh dari rakyat.,joy,polisi bersih amanah dukung penuh rakyat
